source_coverage_ratio,coverage_entropy,coverage_hhi,coverage_gini,visit_entropy,visit_hhi,source_normalized_effective_rank,seed,condition,dependency,n_strata,items_per_stratum,hard_fraction,stopped_round,total_items,found_items,recall,false_completion,coverage_risk_lambda,scout_strategy,scout_new_items,scout_cost,scout_novelty_per_cost
0.9444444444444444,2.7309380543298345,0.06789108287987991,0.2434477667035806,2.721501210650228,0.06866496598639456,0.6785618468685372,10103,homogeneous,0.75,18,8,0.25,14,144,122,0.8472222222222222,True,0.013524875927976706,none,0,0,
0.8888888888888888,2.670519793033156,0.0707268026429187,0.25555555555555554,2.66349625026477,0.0714108560090703,0.617266637221465,10104,homogeneous,0.75,18,8,0.25,14,144,115,0.7986111111111112,True,0.028395061728395073,none,0,0,
1.0,2.696775976144596,0.07007677637048267,0.25796425796425804,2.672405348317194,0.07295209750566893,0.6228891838241214,10105,homogeneous,0.75,18,8,0.25,14,144,117,0.8125,True,0.0,none,0,0,
0.9444444444444444,2.6841357687478444,0.07029478458049887,0.25434618291761146,2.667942407582888,0.07220804988662133,0.6287311618335951,10106,homogeneous,0.75,18,8,0.25,14,144,116,0.8055555555555556,True,0.014130343495422866,none,0,0,
1.0,2.725425575597432,0.06913792910593841,0.26217019695280563,2.7044245611861535,0.0714640022675737,0.6470638832745642,10107,homogeneous,0.75,18,8,0.25,14,144,119,0.8263888888888888,True,0.0,none,0,0,
1.0,2.728651029113209,0.06816604192697488,0.23847316704459565,2.7057958321101405,0.07077310090702948,0.6907649346685512,10108,homogeneous,0.75,18,8,0.25,14,144,119,0.8263888888888888,True,0.0,none,0,0,
1.0,2.719976520378249,0.06932223543400713,0.26321839080459775,2.700323837159042,0.0711982709750567,0.6583076913046034,10109,homogeneous,0.75,18,8,0.25,14,144,121,0.8402777777777778,True,0.0,none,0,0,
0.8888888888888888,2.67916592588616,0.07058078438731469,0.2686453576864536,2.6504990312484678,0.0746173469387755,0.5959950840677042,10110,homogeneous,0.75,18,8,0.25,14,144,117,0.8125,True,0.029849484187383746,none,0,0,
1.0,2.7195501354353824,0.06861246768170066,0.24199623352165722,2.6987433635751765,0.07098568594104308,0.6086241633879541,10111,homogeneous,0.75,18,8,0.25,14,144,120,0.8333333333333334,True,0.0,none,0,0,
0.9444444444444444,2.7051503682906395,0.06920749089952195,0.2483443708609272,2.6913430671354606,0.07073767006802721,0.6525589643733151,10112,homogeneous,0.75,18,8,0.25,14,144,119,0.8263888888888888,True,0.013796909492273739,none,0,0,
0.9444444444444444,2.6912714474509887,0.07016782407407407,0.25964506172839497,2.6809281107577188,0.07100340136054421,0.6696668310589549,10113,homogeneous,0.75,18,8,0.25,14,144,115,0.7986111111111112,True,0.014424725651577505,none,0,0,
1.0,2.709396813966886,0.06950137381199045,0.25503355704697994,2.6932046721506304,0.0712514172335601,0.5858280602813825,10114,homogeneous,0.75,18,8,0.25,14,144,119,0.8263888888888888,True,0.0,none,0,0,
1.0,2.743854679121121,0.06740932415244946,0.23289183222958054,2.7288839956983444,0.06885983560090703,0.6131224867114361,10115,homogeneous,0.75,18,8,0.25,14,144,124,0.8611111111111112,True,0.0,none,0,0,
1.0,2.7178904818131913,0.06895275116849461,0.24981103552532113,2.703571008852868,0.07033021541950113,0.6370924602287267,10116,homogeneous,0.75,18,8,0.25,14,144,120,0.8333333333333334,True,0.0,none,0,0,
0.9444444444444444,2.7174328423506857,0.06855309548912243,0.24523007856341184,2.700324167992584,0.07050736961451247,0.621593575792523,10117,homogeneous,0.75,18,8,0.25,14,144,120,0.8333333333333334,True,0.013623893253522886,none,0,0,
1.0,2.7159207248103057,0.06863544958345304,0.23747645951035778,2.7038898482464955,0.06969246031746033,0.6043227067852186,10118,homogeneous,0.75,18,8,0.25,14,144,119,0.8263888888888888,True,0.0,none,0,0,
